Genre,Chords
Country,"['Bbm7', 'C#', 'Eb7', 'Ab', 'C#/G#', 'Ab', 'Cm', 'Fm', 'C#', 'Eb', 'Fm', 'C#', 'Ab', 'C#', 'Eb6', 'Ab']"
Country,"['E', 'A', 'E/B', 'B7', 'E', 'A', 'C#m7b5/B', 'B6', 'E']"
Country,"['G7', 'C', 'Gm', 'F6', 'G', 'C', 'G', 'Bbm6', 'A7', 'G']"
Country,"['G7', 'C', 'Em7b5/D', 'F', 'C6', 'C', 'G7', 'G6', 'C', 'F']"
Country,"['D6', 'G', 'D', 'E/B', 'Dm', 'D', 'G']"
Country,"['C/D', 'F', 'C', 'G7', 'C', 'F', 'C', 'G', 'C', 'F', 'C', 'G7']"
Country,"['A6', 'E6', 'A', 'D/A', 'A6', 'E6', 'A6', 'D/A', 'A6']"
Country,"['D', 'Amaj7', 'E6', 'A6', 'D', 'A', 'Ebm7b5/Db', 'C#m7', 'Dmaj7', 'Gmaj7', 'E', 'A', 'D']"
Country,"['Ab', 'Eb', 'C#6', 'Ab6', 'Gm7b5/F', 'Ab', 'Abm', 'C#/E#', 'Ab', 'Eb', 'C#6', 'Ab/Eb']"
Country,"['Fmaj7', 'Bb/F', 'F', 'C', 'F/G', 'Bb/F', 'F', 'Bb/F', 'F/C', 'Bb/F', 'Cm7']"
Country,"['D', 'G', 'C', 'A', 'D', 'Gmaj7', 'D6', 'A7', 'D', 'A7']"
Country,"['F/C', 'Bbmaj7', 'Fmaj7', 'C', 'F', 'Bbmaj7', 'F']"
Country,"['C', 'G', 'Cmaj7', 'F/C', 'F#dim', 'C', 'A7', 'D7', 'G7', 'C', 'F']"
Country,"['Ebm', 'F7', 'Bb', 'Cm', 'Bb', 'Eb6', 'F7', 'Bb']"
Country,"['F', 'Bb', 'Am', 'D7', 'F/G', 'Gm7', 'C7', 'F', 'C6', 'Bbmaj7', 'C6', 'Am', 'D']"
Country,"['Abm7', 'Ebm', 'C#m', 'F#6', 'B', 'Abm', 'Ebm', 'Dmaj7', 'C#m', 'F#7', 'B', 'Ab', 'C#m', 'F#7', 'Bmaj7']"
Country,"['F', 'Cm', 'F6', 'Bb', 'F', 'Bm7b5', 'C7', 'E7', 'F', 'Bbmaj7']"
Country,"['F', 'G', 'C', 'F', 'C', 'D7', 'G', 'C', 'F']"
Country,"['Em', 'C', 'D/A', 'Am', 'G', 'B7', 'Em', 'Bm7b5', 'C', 'Dmaj7', 'G', 'F', 'C']"
Country,"['C', 'D', 'G', 'D', 'G', 'D', 'G', 'C']"
Country,"['E', 'D', 'A', 'E', 'A', 'D', 'A', 'E', 'D', 'A', 'D']"
Country,"['D', 'A7', 'D', 'F#aug', 'G', 'Em', 'G', 'D', 'A7', 'D', 'G', 'A7', 'D', 'B', 'Baug']"
Country,"['Fm', 'F#', 'Ab', 'C#', 'Bbm', 'F#', 'C#', 'F#', 'Ab', 'C#', 'Cm6', 'C#6', 'F#', 'Ab', 'C#']"
Country,"['G', 'D', 'G', 'Em', 'A7', 'F#m', 'D', 'G', 'D']"
Country,"['F', 'C', 'F', 'Eb', 'Bb', 'F', 'C']"
Country,"['E', 'A', 'B']"
Country,"['B/F#', 'Emaj7', 'B', 'Emaj7', 'B', 'Emaj7', 'F#', 'B', 'E', 'A', 'E', 'A', 'E', 'B6']"
Country,"['D6', 'G7', 'D6', 'A7', 'D', 'G7', 'Bm7', 'A7', 'D7', 'G', 'D6', 'A7', 'D6', 'A', 'D/A']"
Country,"['C', 'F', 'C', 'F', 'Bbmaj7', 'F', 'E', 'Gm7', 'F', 'Bb/F']"
Country,"['C#', 'F#/C#', 'C#']"
Country,"['F#', 'Ab', 'C#', 'Bbm', 'Eb7', 'Ebm7', 'Ab7', 'Bbm7', 'Cm7', 'C#', 'Abm6', 'C#/D#', 'F#', 'C#/E#', 'Ebm', 'C#/E#']"
Country,"['G7/B', 'Em7', 'Dm6', 'C', 'Gmaj7', 'Em7', 'C']"
Country,"['A6', 'A']"
Country,"['G6', 'Cmaj7', 'D7', 'Em7', 'C/E', 'Em7', 'D/E', 'C/E', 'A/E', 'D6', 'Em7']"
Country,"['D', 'A', 'Cmaj7', 'D', 'A', 'C6', 'D7', 'A', 'C', 'D', 'A', 'C6']"
Country,"['Am', 'D', 'E', 'A', 'D7', 'A7', 'D7', 'A', 'D7', 'A', 'E7', 'D/E', 'A/E', 'G6']"
Country,"['G', 'Am', 'D', 'A', 'D', 'G']"
Country,"['Amaj7', 'E', 'Abm7', 'A', 'B', 'C#m', 'B', 'Amaj7', 'E/G#', 'F#m', 'A/B', 'B7', 'Emaj7', 'A6', 'E']"
Country,"['Ab', 'C#maj7', 'Eb', 'Ab', 'C#maj7', 'Eb']"
Country,"['A', 'D/A', 'G', 'Dm', 'D/A', 'E7', 'A', 'Dm', 'G6', 'Dmaj7', 'A', 'D']"
Country,"['G', 'C', 'F', 'C', 'G7', 'C', 'F', 'C', 'G', 'C']"
Country,"['Bb', 'F/C', 'Bbm', 'Eb', 'Bb', 'F', 'Bb6', 'Ebmaj7', 'Bb', 'F', 'Bb', 'Ebmaj7', 'Bb']"
Country,"['G', 'C6', 'G', 'C', 'G', 'D7', 'G', 'C6', 'G']"
Country,"['Am7', 'F', 'G', 'F', 'G', 'F', 'G', 'Am', 'F6', 'G6', 'C', 'Am']"
Country,"['E', 'A', 'E/B', 'B', 'E', 'A', 'E/B', 'B', 'E']"
Country,"['G', 'C6', 'F', 'Bb', 'F', 'Bb', 'F', 'C6', 'F', 'C', 'F']"
Country,"['A', 'C', 'D', 'A', 'D', 'A', 'D', 'A']"
Country,"['Bb', 'Eb', 'Bb7', 'Eb', 'Abmaj7', 'Bb']"
Country,"['C#m7', 'B', 'E', 'A/C#', 'B', 'A', 'B', 'A', 'B7/D#', 'E', 'A', 'B', 'E', 'F#m', 'Abm7']"
Country,"['Bb', 'F', 'Bb', 'F', 'C']"
Country,"['Bbm7', 'Ab', 'F#', 'Ab', 'Ab/C', 'C#/E#', 'Bbm7', 'Ab', 'F#', 'Ab6', 'Bbm', 'Ab', 'C#', 'F#']"
Country,"['Eb6', 'Ab', 'Bb', 'Eb', 'Ab6', 'Eb']"
Country,"['Eb/G', 'Ab', 'Fm7', 'Eb/Bb', 'Bb', 'Ab', 'Eb/G', 'Cm', 'Abmaj7', 'Bb', 'Eb']"
Country,"['F', 'G7', 'C', 'F', 'C7', 'F', 'G7']"
Country,"['A', 'D', 'G', 'A', 'G', 'A', 'D', 'G', 'A', 'D', 'G', 'A', 'D', 'G']"
Country,"['Dm', 'Gm', 'Dm7', 'D', 'Am7', 'Dm', 'Am7', 'G', 'Dm7']"
Country,"['Gmaj7', 'D6', 'Gmaj7', 'F#7', 'Bm', 'A/B', 'Gmaj7', 'F#7', 'Bm7']"
Country,"['Dm', 'Am', 'Bb', 'C', 'F', 'Dm7', 'Bb', 'C7', 'F', 'Dm7', 'Bb6', 'C', 'Fm', 'Ab/Eb', 'Eb', 'Ab']"
Country,"['B', 'E', 'Fmaj7', 'Ab7', 'A', 'C#/G#', 'F#m', 'E', 'B', 'A6', 'Ab7', 'F#', 'E/B']"
Country,"['G', 'A/E', 'D', 'G', 'A7', 'D']"
Country,"['Gdim', 'C#/G#', 'Bb', 'Ebm7', 'Ab7', 'Faug', 'Bb7', 'Ebaug', 'Ab', 'C#', 'F', 'Bbm', 'Abm', 'F#maj7']"
Country,"['D', 'A', 'D', 'F#/C#', 'Bm', 'E7', 'D', 'A7', 'D', 'F#/C#', 'Bm']"
Country,"['A', 'D', 'G', 'D', 'G', 'D', 'G', 'D', 'A', 'D', 'G']"
Country,"['Ab', 'A6', 'B6', 'E', 'A', 'E', 'A', 'E', 'B', 'E']"
Country,"['D/A', 'Abm7b5', 'G', 'D', 'Gmaj7', 'Em', 'A', 'D', 'G', 'A7', 'D']"
Country,"['Dmaj7', 'Bm', 'F#m', 'A', 'E', 'Bm', 'F#m', 'A7', 'D', 'G']"
Country,"['B', 'E/B', 'A', 'B', 'E/B']"
Country,"['C6', 'G', 'D7', 'G', 'Cmaj7', 'G', 'D7', 'G', 'Cmaj7']"
Country,"['Am', 'A7', 'D7', 'G', 'Abmaj7', 'A7']"
Country,"['Gmaj7', 'D', 'E/B', 'A', 'D', 'F#dim', 'G', 'D6', 'A', 'D', 'Gmaj7', 'D', 'G6', 'D']"
Country,"['F', 'C', 'Eaug', 'F', 'Bb', 'F', 'C7', 'F']"
Country,"['A', 'C#m', 'D', 'A', 'Bbdim', 'B', 'A/B', 'E', 'F7', 'Abm7b5/Gb', 'E7/G#', 'A']"
Country,"['C/E', 'G', 'F', 'C/E', 'F', 'C6', 'C', 'G/B', 'Am', 'C/G', 'F', 'F6', 'C']"
Country,"['D6', 'D', 'G', 'D', 'D6', 'D', 'G']"
Country,"['E', 'A', 'E', 'A', 'D', 'E', 'Eb7', 'D']"
Country,"['C', 'G7', 'Cm', 'C6', 'G7']"
Country,"['F#/C#', 'C#m', 'A', 'B6', 'A/E', 'E', 'B7/D#', 'A/C#', 'C#m7', 'A', 'B', 'E', 'B7/D#', 'C#m7', 'B6']"
Country,"['D', 'C', 'G', 'C', 'D6', 'G6', 'C', 'G', 'Cmaj7']"
Country,"['A', 'D/A', 'E6', 'A', 'D/A', 'A', 'D/A', 'E', 'E7', 'A']"
Country,"['Bb', 'Eb', 'Bbmaj7', 'G', 'Cm7', 'F7', 'Bbmaj7', 'C#m', 'Eb6', 'Dm7', 'Bb', 'Dm', 'Cm7', 'F7', 'Bb', 'F6']"
Country,"['G6', 'D', 'Cmaj7', 'D', 'Am', 'Cmaj7', 'Am', 'C', 'D', 'G/B', 'C']"
Country,"['E/B', 'Amaj7', 'F#', 'B', 'A']"
Country,"['D/A', 'E7', 'A', 'Bm', 'E', 'A', 'D/A', 'A', 'Bm', 'G', 'A/G']"
Country,"['E', 'B/D#', 'E', 'B', 'E6', 'B', 'E', 'B', 'E/F#', 'Amaj7', 'E', 'Amaj7']"
Country,"['Cm', 'C#maj7', 'Bb', 'Ab6', 'Eb', 'Ab', 'Bb', 'Eb', 'Ab', 'Ebmaj7', 'Cm']"
Country,"['Em', 'Cmaj7', 'G', 'Em', 'C', 'D', 'Em', 'Cmaj7', 'G', 'A7', 'C', 'D', 'G', 'Cm7', 'G', 'D7', 'G']"
Country,"['G', 'D', 'G', 'D/F#', 'E', 'A', 'A7', 'D/A', 'Bm7b5/A', 'G', 'F#m7b5', 'Em7', 'D']"
Country,"['C', 'G', 'G7', 'C', 'F', 'C', 'G7/B', 'Cmaj7']"
Country,"['Eb', 'F', 'Bb6', 'F', 'Bb6', 'Ebmaj7', 'Gm', 'Cm', 'F/C']"
Country,"['G', 'C', 'G', 'Cmaj7', 'C6', 'D', 'G', 'Cmaj7', 'G']"
Country,"['F', 'C6', 'Gm7', 'F/A', 'Bb', 'F', 'Bb', 'F', 'Dm', 'C6', 'Gm7']"
Country,"['G', 'F', 'G', 'Cmaj7', 'C6', 'Dm7b5/C', 'C', 'Cmaj7', 'C6', 'F', 'G']"
Country,"['B', 'F#', 'B', 'F#', 'B6', 'B7', 'Emaj7', 'C#7', 'F#7', 'Bm']"
Disco,"['Bm7', 'A6', 'Em7', 'A6', 'Bm7', 'A6', 'Em7']"
Disco,"['Fmaj7', 'Bdim', 'F#m7b5/E', 'Emaj7', 'Am', 'Dm7', 'G', 'Cmaj7', 'Fmaj7', 'Bm7b5', 'E', 'Am', 'Dm7', 'G']"
Disco,"['Dmaj7', 'Em7', 'F#m7b5', 'Gmaj7', 'F#m7', 'Gmaj7', 'F#m7', 'Gmaj7', 'Dmaj7', 'Fmaj7', 'Am7', 'Dm']"
Disco,"['Cm6', 'F7', 'Cm7', 'F', 'Cm7', 'F/G', 'Cm7']"
Disco,"['E', 'A', 'E', 'A', 'B', 'C#m', 'B', 'A', 'E', 'B7']"
Disco,"['Am', 'Dm7', 'G/D', 'Am7', 'Dm7', 'Am7', 'Dm7', 'Em7', 'A7']"
Disco,"['C#m7', 'F#6', 'Ab', 'C#m7', 'F#m', 'Ab', 'C#m7']"
Disco,"['A', 'B7/D#', 'Dm', 'A', 'B/A', 'Dm', 'C#7']"
Disco,"['Abm7', 'F#/A#', 'C#', 'Abm7', 'C#', 'Ebm7', 'Abm7']"
Disco,"['Cm7', 'Bb/F', 'Cm7']"
Disco,"['C#6', 'Ebm', 'C#6', 'Ebm7', 'Bbm7', 'F#maj7']"
Disco,"['Am7', 'Cmaj7', 'D']"
Disco,"['Am7', 'D7', 'Am7', 'D7', 'F', 'Cmaj7', 'Am7']"
Disco,"['E7', 'A6', 'Em7', 'A7', 'G7/B', 'E7']"
Disco,"['Fm7', 'Bb7', 'Fm7', 'Bb', 'Eb', 'Fm7', 'Bb']"
Disco,"['Fmaj7', 'D6', 'Am7', 'Em7', 'D6', 'Em7', 'D6', 'Em7', 'Am7', 'G6']"
Disco,"['A/C#', 'Bm7', 'A/C#', 'Bm7', 'A6', 'Bm7', 'A/C#', 'Bm7', 'Emaj7', 'A/C#', 'Bm7', 'A/C#', 'Bm7']"
Disco,"['Ebmaj7', 'Cm7', 'Bb', 'Cm7', 'Gm7', 'Cm', 'Bb', 'Cm', 'Bb']"
Disco,"['E6', 'B6', 'C#m7']"
Disco,"['Eb', 'Bbmaj7', 'Eb', 'Cm7', 'F', 'Bb', 'Ebmaj7', 'Bbmaj7', 'Eb', 'Bb', 'Ebmaj7']"
Disco,"['E6', 'B', 'D6', 'E', 'B', 'D6', 'E', 'B', 'Ebm', 'Adim', 'A6', 'E', 'Ab', 'C#m']"
Disco,"['C', 'Cm7', 'D7/F#', 'C#maj7', 'C', 'F6', 'Gm']"
Disco,"['Bm', 'Em7', 'Bm7', 'E7', 'Bm7', 'Em7', 'Bm7', 'Em7']"
Disco,"['Cm7', 'Fm7', 'Bbm7', 'G7/B', 'Cm7', 'Fm7', 'Gm7', 'Abmaj7', 'Bb6', 'Abmaj7', 'Bb', 'Abmaj7', 'Bb6']"
Disco,"['Ebm', 'C#', 'F#', 'C#', 'Abm', 'B', 'C#', 'F#', 'C#', 'Abm']"
Disco,"['Fm', 'Bbm', 'Fm', 'Bbm', 'C#', 'C7', 'C#maj7', 'F6']"
Disco,"['Gm7', 'F6', 'Gm7', 'Dm', 'Ebmaj7', 'F6', 'Gm7', 'F6', 'C', 'Bb', 'C', 'Bb6', 'C', 'Bb']"
Disco,"['Amaj7', 'Am7', 'Emaj7', 'A6', 'E6', 'A6', 'Em7', 'D6']"
Disco,"['Gm', 'C', 'D', 'Gm7', 'Cm6', 'Dmaj7', 'Gm7', 'C6', 'Gm7', 'Cm', 'Gm']"
Disco,"['B6', 'C#m', 'F#m7b5', 'Emaj7', 'F#m7b5/E', 'Amaj7', 'C#m7', 'B']"
Disco,"['D', 'D7', 'Gmaj7', 'E', 'Am7', 'D7', 'G']"
Disco,"['G', 'C#m7b5', 'F#m7', 'Bm', 'Em7', 'F#m7', 'Bm7', 'G', 'C#m7', 'F#m7', 'Bm7', 'Em7']"
Disco,"['F', 'A', 'F6', 'G7', 'F6', 'G7']"
Disco,"['F', 'Gm7', 'F/A', 'Bbmaj7', 'Bb/C', 'F', 'Gm7', 'F/A', 'Bbmaj7', 'C/Bb', 'Am7', 'Dm']"
Disco,"['F#7', 'G6', 'D', 'G', 'D', 'G', 'D', 'G', 'D', 'G', 'D', 'Dm', 'Gmaj7', 'G6', 'Bm']"
Disco,"['Ebm', 'Bb7/D', 'Ebm7', 'C#6', 'Ebm', 'Abm', 'Ebm', 'Bb', 'Bmaj7', 'Bbm']"
Disco,"['F6', 'Gm7', 'Em7', 'Dm7', 'Bb', 'C/D', 'Gm7', 'A7', 'Dm7']"
Disco,"['F#', 'Bbm', 'Ab7', 'F#']"
Disco,"['Bb', 'Am7b5/G', 'F', 'Eb', 'C#', 'Bb', 'F6', 'Am6', 'Bb6', 'F', 'Am6', 'Bb6', 'Am7']"
Disco,"['C', 'G', 'C/G', 'G', 'C6', 'D7', 'Em7', 'C6', 'D', 'G']"
Disco,"['Gm7', 'C', 'Dm', 'Gm7']"
Disco,"['D6', 'Em7', 'Bm7b5/A', 'Dmaj7', 'Bm7', 'G', 'D6', 'Ebm7', 'Em7', 'G/A', 'A7', 'Dmaj7']"
Disco,"['G', 'D', 'Dm7', 'G', 'E', 'C', 'G', 'Dm', 'E7', 'C', 'G']"
Disco,"['Fmaj7', 'C', 'Gm', 'F', 'C', 'E', 'Am', 'G', 'F', 'Am', 'G', 'F', 'C6', 'Fmaj7']"
Disco,"['Ab6', 'Bbm', 'Eb', 'Ab/Eb', 'C#', 'Ab', 'Eb', 'Ab', 'Fm', 'Eb', 'Ab']"
Disco,"['Bb6', 'Cm7', 'Bb', 'Cm7', 'Bb', 'Cm7', 'Bb', 'Cm7', 'Bb']"
Disco,"['Gm', 'F7', 'Gm', 'F7/A', 'Gm', 'C', 'D', 'Gm', 'Cm', 'Dmaj7', 'Ebmaj7']"
Disco,"['Dm7', 'Em7b5', 'Fmaj7', 'Gaug', 'C', 'B7', 'Bb7', 'A7', 'Dm7', 'Em7', 'Fmaj7', 'Bm7b5', 'E7', 'Am']"
Disco,"['Em7', 'D', 'Em7', 'D6', 'Em7', 'D', 'Em7', 'D', 'Em']"
Disco,"['B6', 'F#', 'E7', 'B6', 'E', 'B6', 'F#', 'E7']"
Disco,"['Cm7', 'Fm7', 'Cm7']"
Disco,"['Cm7', 'Fm7', 'Cm7']"
Disco,"['Bb', 'Cm7', 'D', 'Gm7', 'Bb', 'Cm', 'Bb', 'Cm7', 'D', 'G', 'Am', 'D7', 'Am']"
Disco,"['Ab7', 'Ab', 'B6', 'C#', 'Eb', 'F#6', 'C#', 'B', 'Ab', 'B', 'C#', 'Eb', 'F#6']"
Disco,"['Em7', 'Fmaj7', 'Em', 'Am7']"
Disco,"['Cm7', 'Fmaj7', 'Bb', 'Am7', 'Fmaj7', 'Bbmaj7', 'C', 'Bbmaj7', 'Cm7', 'Bbmaj7', 'Cm7']"
Disco,"['Bm7', 'Am7', 'Bm', 'C6', 'D', 'Cmaj7', 'D', 'E', 'Am7', 'Bm7', 'Cmaj7', 'Dmaj7', 'C', 'D', 'B', 'Em7']"
Disco,"['Ab', 'Cm', 'Fm', 'Bbm', 'Eb', 'Ab', 'C#', 'Ddim', 'Ab/Eb', 'Fm', 'Bbm7', 'Eb', 'C#', 'Ab', 'C#6', 'Ab', 'Eb', 'Ab', 'C#']"
Disco,"['Dm7', 'Gm', 'Dm7', 'Fmaj7', 'Gm7', 'Dm7', 'Gm7']"
Disco,"['Bm', 'G6', 'F#m', 'Bm', 'Em7', 'F#m7', 'Bm7']"
Disco,"['Cm7', 'Fmaj7', 'Bb', 'C6', 'Fmaj7', 'Bbmaj7', 'C', 'Bbmaj7', 'Cm7', 'Bbmaj7', 'Cm7']"
Disco,"['F7', 'Cm7', 'Bb/C', 'Ab/Bb', 'Fmaj7', 'Cm7']"
Disco,"['Cm7', 'F7', 'Cm7']"
Disco,"['Fm', 'Cm7', 'Fm', 'Cm7', 'Fm', 'Eb', 'C/Bb', 'Fm', 'Eb', 'C', 'Fm7']"
Disco,"['G', 'F', 'Em7', 'C', 'G7', 'F', 'E', 'Dm7']"
Disco,"['Gmaj7', 'F#m7', 'Bm7', 'G/A', 'Gmaj7', 'F#m7', 'Bm', 'Bm7', 'Gmaj7', 'D6', 'Gmaj7', 'Bm7']"
Disco,"['D', 'Amaj7', 'Am7', 'F#m', 'Em7', 'F#m7', 'G6', 'E7']"
Disco,"['D', 'Bm7', 'A', 'D', 'A', 'D', 'A', 'D', 'A', 'F#m', 'E', 'F#m']"
Disco,"['F#', 'B', 'C#m', 'F#', 'C#m', 'F#', 'C#m', 'B', 'C#m']"
Disco,"['Cm7', 'F7', 'Ab', 'Bb', 'Cm', 'Ab', 'Bb', 'Cm', 'F7']"
Disco,"['Cm7', 'Fm7', 'Cm7']"
Disco,"['F7', 'Cm7', 'Bb', 'F7', 'Cm7', 'Bb', 'F7']"
Disco,"['Daug', 'G6', 'A', 'G', 'D', 'A', 'G', 'D', 'A', 'D', 'G', 'D']"
Disco,"['Gm', 'C', 'Gm7', 'Eb', 'F', 'Gm7', 'C', 'Bb6']"
Disco,"['F7', 'Cm7', 'Bb', 'F7', 'Cm', 'Bb', 'F7']"
Disco,"['Dm7', 'Abmaj7', 'Gm7', 'Abm', 'Gm7', 'Abm', 'Gm7', 'C6', 'C#', 'C6', 'C#', 'C6', 'Gm', 'Abm', 'Gm7', 'Abm', 'Gm7', 'C6']"
Disco,"['Cm7', 'Ab6', 'Bb7', 'Dm', 'Cmaj7', 'C', 'Dm', 'F7/A', 'Abmaj7', 'Ebmaj7', 'G']"
Disco,"['C6', 'Dm', 'Am7', 'Cmaj7', 'Dm7', 'Cmaj7', 'Dm', 'C6', 'Dm7', 'C6', 'Dm7', 'Cmaj7']"
Disco,"['Fmaj7', 'Am', 'Bb', 'Gm', 'C', 'F', 'F7', 'C#maj7', 'Bb', 'E', 'F7', 'C#', 'Bb', 'Fmaj7', 'Bb', 'G7']"
Disco,"['C#6', 'Fm7']"
Disco,"['Bbm7', 'Ebm7', 'Fm7', 'F#maj7', 'Ab6', 'Bbm7', 'Ebm7', 'Fm7', 'Bbm7', 'Fm7', 'F#6', 'Bbm7', 'Ebm7', 'Fm7', 'F#maj7', 'Bbm7', 'Fm7', 'F#maj7', 'Bbm7']"
Disco,"['Fmaj7', 'Em7', 'Abm', 'Fmaj7', 'Em7', 'Abdim', 'Am7']"
Disco,"['Fm', 'Cm7', 'Fm', 'Cm7']"
Disco,"['E6', 'Gmaj7', 'E6', 'F#7', 'G', 'E7', 'E', 'N']"
Disco,"['Ab6', 'F#6']"
Disco,"['F6', 'Abmaj7', 'G/D', 'F/C', 'Ab6', 'Am7b5/G', 'G', 'C/G', 'Cmaj7', 'C7', 'F/C']"
Disco,"['Cdim', 'C7', 'F', 'Am', 'Ebmaj7', 'Bbmaj7', 'Dm7b5/C', 'C#', 'Fm7', 'C#', 'Ebm7', 'Fm']"
Disco,"['C6', 'Bb', 'G', 'F/G', 'G', 'F/G', 'Ebmaj7', 'G', 'Fmaj7', 'D7/F#', 'G', 'Dm7b5', 'Gm7b5', 'C', 'Bb6']"
Disco,"['Cm7', 'Fmaj7', 'Bb', 'Am7', 'Fmaj7', 'Bbmaj7', 'C', 'Bbmaj7', 'Cm7', 'Bbmaj7', 'Cm7']"
Disco,"['Gm7', 'G6', 'F6', 'Am7']"
Disco,['Cm7']
Disco,"['C#m', 'E', 'C#m', 'E6', 'C#', 'C#m', 'E', 'A6']"
Disco,"['Bb6', 'F', 'Gm7', 'F', 'Gm7', 'Bbmaj7', 'F/A', 'G7', 'Bb/C', 'F', 'Gm7', 'F']"
Disco,"['Eb/F', 'C7', 'Bbmaj7', 'C', 'Bb', 'C7', 'Bbmaj7', 'C7', 'Bb']"
Disco,"['Gm7', 'Dm7', 'Ebmaj7', 'Dm7', 'Gm7', 'Am7', 'Dm7', 'Em7b5', 'Dm7', 'Em7b5', 'Dm7', 'Ebmaj7', 'Am7', 'Bbmaj7']"
Disco,"['A', 'D7', 'C', 'G', 'C', 'G', 'Bmaj7']"
Disco,['Bbm']
Disco,"['Bm', 'Em6', 'F#m', 'Bm7', 'Em', 'F#m7', 'Bm', 'Em6', 'F#m', 'Bm', 'Em6']"
Disco,"['Bm', 'Em6', 'F#m', 'Bm7', 'Em', 'F#m7', 'Bm', 'Em6', 'F#m', 'Bm', 'Em6']"
Hiphop,"['Em7', 'Dm', 'F6']"
Hiphop,"['Dm7b5', 'G/D', 'Dm7b5']"
Hiphop,"['Bbmaj7', 'Bb7', 'Eb/Bb']"
Hiphop,"['Ebm7', 'Ebm6', 'Bmaj7']"
Hiphop,"['Dm', 'Gm7', 'Am7', 'Dm', 'Gm7', 'Em7b5', 'Am7', 'Dm', 'Em7', 'A6']"
Hiphop,"['Ab7', 'Ebm6', 'Ab/Eb', 'Ebmaj7']"
Hiphop,"['B/A', 'Am7', 'Am7b5', 'A']"
Hiphop,['B6']
Hiphop,"['Em', 'N']"
Hiphop,['C#m7b5']
Hiphop,"['Bbmaj7', 'F6']"
Hiphop,"['Eb7/G', 'Fm7b5/Eb', 'Gm7b5', 'Emaj7', 'Eb7/G', 'Ab/Eb', 'Abdim', 'Eb7/G']"
Hiphop,"['Emaj7', 'Bb7']"
Hiphop,"['Abmaj7', 'C#', 'Abmaj7']"
Hiphop,"['Cmaj7', 'Bbm7b5/Ab', 'B6']"
Hiphop,"['E7/G#', 'N']"
Hiphop,"['F#m7b5/E', 'Dm7b5', 'C6', 'Daug']"
Hiphop,"['G7', 'C#/G#', 'Gm7b5', 'Ab6', 'Bbm7b5/Ab', 'Abm6', 'N']"
Hiphop,"['Ab7', 'F#m7', 'Ab7', 'N']"
Hiphop,"['Bbm7b5', 'Dm6', 'F#7/A#', 'F#maj7']"
Hiphop,"['Dm6', 'G', 'Cm6', 'F6', 'G', 'Cm', 'F', 'G7', 'F', 'G', 'Cm', 'F6', 'G', 'Cm7', 'F', 'D']"
Hiphop,"['Em7', 'Ab7/C', 'Caug', 'B6', 'N']"
Hiphop,"['Cm', 'Bb6', 'Ab6', 'Cmaj7', 'N']"
Hiphop,['G/B']
Hiphop,"['C', 'Fm', 'Am7b5/G']"
Hiphop,"['Ab', 'E6', 'Abm', 'C#m', 'Abm7']"
Hiphop,"['Bmaj7', 'Bb', 'Ebm', 'Bmaj7', 'Bb7', 'Ebm', 'Bmaj7', 'Bb7', 'Ebm', 'B6']"
Hiphop,"['Bb7/D', 'Cm6', 'Dm7b5', 'C6', 'E6', 'F#7', 'C#m', 'N']"
Hiphop,"['F#6', 'Abm7b5/Gb', 'Ebm7', 'Bmaj7', 'Ebm', 'Abm7b5/Gb', 'Ebm', 'Bb', 'Ab7', 'F#6']"
Hiphop,['Bbm7']
Hiphop,"['Ebmaj7', 'Abm6', 'Gmaj7']"
Hiphop,"['Bb6', 'Abmaj7', 'Bbm6', 'Abmaj7']"
Hiphop,"['Gm', 'F', 'Gm7', 'G7']"
Hiphop,"['Cm7', 'F/A', 'Cm7', 'C6', 'A6', 'C7', 'Fmaj7']"
Hiphop,"['Abm7', 'F#maj7', 'Ebm7', 'Abm7', 'B/D#', 'F#maj7', 'Ebm7', 'Abm7', 'F#maj7', 'Ebm7', 'Abm7', 'Ebm7', 'Abm7', 'F#maj7']"
Hiphop,"['E7/G#', 'C#m7', 'F#6', 'C#m']"
Hiphop,"['Abmaj7', 'G/D', 'Dmaj7', 'Bb/D', 'G/D']"
Hiphop,['A']
Hiphop,"['Em', 'D/F#', 'C', 'G6', 'D7', 'C', 'D', 'Cmaj7', 'D', 'G', 'Dm']"
Hiphop,"['Cm7', 'F/A', 'Cm7', 'C6', 'A6', 'C7', 'Fmaj7']"
Hiphop,"['Dm7', 'C#6']"
Hiphop,"['F#7', 'Cm', 'G6', 'F#m6', 'G7', 'Ebmaj7']"
Hiphop,"['Fmaj7', 'C6', 'N']"
Hiphop,"['Amaj7', 'Am7']"
Hiphop,"['Ebmaj7', 'C#maj7', 'F#maj7', 'Emaj7', 'Cm7b5/Bb', 'C#maj7', 'Emaj7', 'Bmaj7', 'Bbm7', 'F#maj7']"
Hiphop,"['Cmaj7', 'Am6', 'Em7', 'Am', 'Eb6', 'Am7', 'Eb']"
Hiphop,"['Bb6', 'N']"
Hiphop,"['Bbm7', 'C7', 'Bb7', 'Cm7', 'Bbm7', 'Bb7', 'Ab7/C', 'Bbmaj7', 'N']"
Hiphop,"['Eb7', 'B/D#', 'Eb7', 'B/D#', 'Eb7']"
